主要诊断编码,主要诊断名称,其他诊断编码,其他诊断名称,并发症评级,病案数
A09.901,胃肠炎,Q61.300,多囊肾,合并症/并发症,6
A09.901,胃肠炎,R09.100,胸膜炎,合并症/并发症,6
A09.901,胃肠炎,R11.x03,呕吐,合并症/并发症,4
A09.901,胃肠炎,R17.000,高胆红素血症伴黄疸,合并症/并发症,3
A09.901,胃肠炎,R17.901,高胆红素血症,合并症/并发症,6
A09.901,胃肠炎,R18.x00,腹水,合并症/并发症,18
A09.901,胃肠炎,R18.x00x005,腹腔积液,合并症/并发症,29
A09.901,胃肠炎,R18.x01,膈下积液,合并症/并发症,3
A09.901,胃肠炎,R21.x02,皮疹,合并症/并发症,4
A09.901,胃肠炎,R31.x00,血尿,合并症/并发症,6
A09.901,胃肠炎,R50.900,发热,合并症/并发症,6
A09.901,胃肠炎,R52.900,疼痛,合并症/并发症,5
A09.901,胃肠炎,R56.800x001,抽搐状态,合并症/并发症,14
A09.901,胃肠炎,R56.800x005,良性惊厥,合并症/并发症,3
A09.901,胃肠炎,R56.801,癫痫样发作,合并症/并发症,22
A09.901,胃肠炎,R56.803,惊厥,合并症/并发症,26
A09.901,胃肠炎,R57.100,血容量不足性休克,严重合并症/并发症,19
A09.901,胃肠炎,R57.200,脓毒性休克,严重合并症/并发症,8
A09.901,胃肠炎,R57.900,休克,严重合并症/并发症,13
A09.901,胃肠炎,R59.900,淋巴结增大,合并症/并发症,5
A09.901,胃肠炎,R60.900,水肿,合并症/并发症,3
A09.901,胃肠炎,R62.801,生长发育迟缓,合并症/并发症,3
A09.901,胃肠炎,R74.803,心肌酶谱异常,合并症/并发症,3
A09.901,胃肠炎,R79.800x003,低血氧症,合并症/并发症,10
A09.901,胃肠炎,R82.900x002,黑尿,合并症/并发症,8
A09.901,胃肠炎,R93.300x001,消化道诊断性影像异常,合并症/并发症,3
A09.901,胃肠炎,R93.401,肾超声检查异常,合并症/并发症,5
A09.901,胃肠炎,R93.403,肾占位性病变,合并症/并发症,7
A09.901,胃肠炎,R94.600,甲状腺功能检查的异常结果,合并症/并发症,5
A09.901,胃肠炎,T86.102,移植肾功能不全,严重合并症/并发症,3
A09.901,胃肠炎,Z90.300x001,,合并症/并发症,5
A09.901,胃肠炎,Z94.400,,严重合并症/并发症,4
A09.901,胃肠炎,Z95.400,,合并症/并发症,5
A09.901,胃肠炎,Z95.501,,合并症/并发症,18
A09.902,结肠炎,D70.x04,白细胞减少,合并症/并发症,3
A09.902,结肠炎,E87.600,低钾血症,合并症/并发症,8
A09.902,结肠炎,E87.801,电解质代谢紊乱,合并症/并发症,3
A09.902,结肠炎,I25.500,缺血性心肌病,合并症/并发症,3
A09.902,结肠炎,J44.900,慢性阻塞性肺病,合并症/并发症,5
A09.902,结肠炎,J98.414,肺部感染,合并症/并发症,5
A09.902,结肠炎,K55.902,缺血性肠病,合并症/并发症,4
A09.902,结肠炎,K56.701,不完全性肠梗阻,合并症/并发症,6
A09.902,结肠炎,K59.101,肠道菌群失调,合并症/并发症,3
A09.902,结肠炎,K62.811,直肠炎,合并症/并发症,21
A09.902,结肠炎,K63.305,结肠溃疡,合并症/并发症,3
A09.902,结肠炎,K64.900,痔,合并症/并发症,9
A09.902,结肠炎,K76.807,肝囊肿,合并症/并发症,8
A09.902,结肠炎,K92.901,胃肠功能紊乱,合并症/并发症,3
A09.902,结肠炎,M48.903,腰椎退行性病变,合并症/并发症,3
A09.902,结肠炎,M81.900,骨质疏松,合并症/并发症,6
A09.902,结肠炎,N94.806,盆腔积液,合并症/并发症,3
A09.903,婴儿腹泻,E63.900,营养缺乏,合并症/并发症,4
A09.903,婴儿腹泻,E87.801,电解质代谢紊乱,合并症/并发症,4
A09.903,婴儿腹泻,I50.906,心肌损害,严重合并症/并发症,9
A09.903,婴儿腹泻,J18.000,支气管肺炎,合并症/并发症,6
A15.000x001,肺结核(显微镜检证实),A16.402,气管结核,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),A16.500x001,结核性干性胸膜炎,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),A41.900,脓毒症,严重合并症/并发症,5
A15.000x001,肺结核(显微镜检证实),B24.x01,艾滋病,严重合并症/并发症,3
A15.000x001,肺结核(显微镜检证实),B49.x14+J99.8*,肺真菌感染,严重合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),D70.x04,白细胞减少,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),E77.801,低蛋白血症,合并症/并发症,40
A15.000x001,肺结核(显微镜检证实),E87.102,低钠血症,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),E87.600,低钾血症,合并症/并发症,10
A15.000x001,肺结核(显微镜检证实),E87.801,电解质代谢紊乱,合并症/并发症,14
A15.000x001,肺结核(显微镜检证实),E87.803,低氯血症,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),G31.902,脑萎缩,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),J15.902,社区获得性肺炎，非重症,合并症/并发症,8
A15.000x001,肺结核(显微镜检证实),J18.900,肺炎,合并症/并发症,3
A15.000x001,肺结核(显微镜检证实),J44.000,慢性阻塞性肺病伴有急性下呼吸道感染,严重合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,11
A15.000x001,肺结核(显微镜检证实),J44.801,慢性支气管炎伴肺气肿,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),J44.900,慢性阻塞性肺病,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),J47.x00,支气管扩张(症),合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),J47.x03,支气管扩张伴感染,合并症/并发症,9
A15.000x001,肺结核(显微镜检证实),J94.804,胸腔积液,合并症/并发症,6
A15.000x001,肺结核(显微镜检证实),J98.101,肺不张,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),J98.414,肺部感染,合并症/并发症,70
A15.000x001,肺结核(显微镜检证实),K72.900x001,肝功能衰竭,严重合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),K76.800x006,肝功能不全,合并症/并发症,5
A15.000x001,肺结核(显微镜检证实),K76.900x002,肝损害,合并症/并发症,3
A15.000x001,肺结核(显微镜检证实),M81.900,骨质疏松,合并症/并发症,4
A15.000x001,肺结核(显微镜检证实),N19.x00,肾衰竭,严重合并症/并发症,3
A15.000x002,肺结核(仅痰涂片证实),A41.900,脓毒症,严重合并症/并发症,3
A15.000x002,肺结核(仅痰涂片证实),B49.x14+J99.8*,肺真菌感染,严重合并症/并发症,3
A15.000x002,肺结核(仅痰涂片证实),E11.401+G63.2*,2型糖尿病性周围神经病,合并症/并发症,3
A15.000x002,肺结核(仅痰涂片证实),E74.800x006,高乳酸血症,合并症/并发症,3
A15.000x002,肺结核(仅痰涂片证实),E77.801,低蛋白血症,合并症/并发症,15
A15.000x002,肺结核(仅痰涂片证实),E87.600,低钾血症,合并症/并发症,6
A15.000x002,肺结核(仅痰涂片证实),E87.800x004,低钾钠氯综合征,合并症/并发症,3
A15.000x002,肺结核(仅痰涂片证实),E87.801,电解质代谢紊乱,合并症/并发症,5
A15.000x002,肺结核(仅痰涂片证实),I12.000x001,高血压性肾衰竭,严重合并症/并发症,4
A15.000x002,肺结核(仅痰涂片证实),I50.900x002,心功能不全,严重合并症/并发症,3
A15.000x002,肺结核(仅痰涂片证实),J15.800x001,革兰阳性细菌性肺炎,合并症/并发症,5
A15.000x002,肺结核(仅痰涂片证实),J18.903,重症肺炎,合并症/并发症,5
A15.000x002,肺结核(仅痰涂片证实),J44.000,慢性阻塞性肺病伴有急性下呼吸道感染,严重合并症/并发症,13
A15.000x002,肺结核(仅痰涂片证实),J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,4
A15.000x002,肺结核(仅痰涂片证实),J44.900,慢性阻塞性肺病,合并症/并发症,4
A15.000x002,肺结核(仅痰涂片证实),J47.x00,支气管扩张(症),合并症/并发症,6
A15.000x002,肺结核(仅痰涂片证实),J94.804,胸腔积液,合并症/并发症,3
A15.000x002,肺结核(仅痰涂片证实),J96.900x002,I型呼吸衰竭,严重合并症/并发症,5
A15.000x002,肺结核(仅痰涂片证实),J98.414,肺部感染,合并症/并发症,32
A15.000x002,肺结核(仅痰涂片证实),J98.416,毁损肺,合并症/并发症,4
A15.000x002,肺结核(仅痰涂片证实),K72.900x001,肝功能衰竭,严重合并症/并发症,4
A15.000x002,肺结核(仅痰涂片证实),K76.807,肝囊肿,合并症/并发症,3
A15.000x002,肺结核(仅痰涂片证实),M10.002,痛风性关节炎,合并症/并发症,3
A15.000x003,肺结核(痰涂片及培养均证实),A15.500x003,支气管结核(细菌学和组织学证实),合并症/并发症,3
A15.000x003,肺结核(痰涂片及培养均证实),A15.508,支气管结核，细菌学(+),合并症/并发症,4
A15.000x003,肺结核(痰涂片及培养均证实),A15.509,支气管结核，病理(+),合并症/并发症,5
A15.000x003,肺结核(痰涂片及培养均证实),A15.601,结核性胸膜炎，病理(+),合并症/并发症,4
A15.000x003,肺结核(痰涂片及培养均证实),J96.000,急性呼吸衰竭,严重合并症/并发症,3
A15.000x003,肺结核(痰涂片及培养均证实),J98.005,支气管狭窄,合并症/并发症,5
A15.000x003,肺结核(痰涂片及培养均证实),J98.414,肺部感染,合并症/并发症,16
A15.000x010,"继发性肺结核(初治,单耐药)涂阳培阳",J98.414,肺部感染,合并症/并发症,3
A15.007,空洞型肺结核，痰镜检(+),E77.801,低蛋白血症,合并症/并发症,4
A15.007,空洞型肺结核，痰镜检(+),J98.414,肺部感染,合并症/并发症,5
A15.100x001,肺结核(仅痰培养证实),E77.801,低蛋白血症,合并症/并发症,16
A15.100x001,肺结核(仅痰培养证实),E87.600,低钾血症,合并症/并发症,7
A15.100x001,肺结核(仅痰培养证实),E87.801,电解质代谢紊乱,合并症/并发症,4
A15.100x001,肺结核(仅痰培养证实),I27.900,肺源性心脏病,严重合并症/并发症,4
A15.100x001,肺结核(仅痰培养证实),J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,12
A15.100x001,肺结核(仅痰培养证实),J44.801,慢性支气管炎伴肺气肿,合并症/并发症,3
A15.100x001,肺结核(仅痰培养证实),J96.100,慢性呼吸衰竭,严重合并症/并发症,4
A15.100x001,肺结核(仅痰培养证实),J98.414,肺部感染,合并症/并发症,34
A15.101,肺结核瘤，痰培养(+),J98.402,肺不典型增生,合并症/并发症,3
A15.107,空洞型肺结核，痰培养(+),J98.414,肺部感染,合并症/并发症,7
A15.200x001,肺结核(组织学证实),A15.509,支气管结核，病理(+),合并症/并发症,3
A15.200x001,肺结核(组织学证实),E77.801,低蛋白血症,合并症/并发症,5
A15.200x001,肺结核(组织学证实),J98.414,肺部感染,合并症/并发症,8
A15.201,肺结核瘤，病理(+),J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,5
A15.201,肺结核瘤，病理(+),J98.402,肺不典型增生,合并症/并发症,16
A15.301,肺结核瘤经证实(+),B24.x01,艾滋病,严重合并症/并发症,3
A15.301,肺结核瘤经证实(+),D70.x04,白细胞减少,合并症/并发症,3
A15.301,肺结核瘤经证实(+),E41.x01,重度营养不良伴消瘦,合并症/并发症,4
A15.301,肺结核瘤经证实(+),E77.801,低蛋白血症,合并症/并发症,20
A15.301,肺结核瘤经证实(+),E87.600,低钾血症,合并症/并发症,9
A15.301,肺结核瘤经证实(+),E87.801,电解质代谢紊乱,合并症/并发症,6
A15.301,肺结核瘤经证实(+),G31.902,脑萎缩,合并症/并发症,3
A15.301,肺结核瘤经证实(+),I27.900,肺源性心脏病,严重合并症/并发症,3
A15.301,肺结核瘤经证实(+),I50.900x008,心功能III级(NYHA分级),严重合并症/并发症,4
A15.301,肺结核瘤经证实(+),J18.900,肺炎,合并症/并发症,3
A15.301,肺结核瘤经证实(+),J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,3
A15.301,肺结核瘤经证实(+),J94.804,胸腔积液,合并症/并发症,6
A15.301,肺结核瘤经证实(+),J98.414,肺部感染,合并症/并发症,23
A15.301,肺结核瘤经证实(+),K71.601,药物性肝炎,合并症/并发症,3
A15.301,肺结核瘤经证实(+),K76.800x006,肝功能不全,合并症/并发症,4
A15.301,肺结核瘤经证实(+),M81.900,骨质疏松,合并症/并发症,3
A15.601,结核性胸膜炎，病理(+),E77.801,低蛋白血症,合并症/并发症,5
A15.601,结核性胸膜炎，病理(+),E87.600,低钾血症,合并症/并发症,5
A15.601,结核性胸膜炎，病理(+),J18.803,阻塞性肺炎,合并症/并发症,3
A15.601,结核性胸膜炎，病理(+),J18.900,肺炎,合并症/并发症,4
A15.601,结核性胸膜炎，病理(+),J94.804,胸腔积液,合并症/并发症,10
A15.601,结核性胸膜炎，病理(+),J98.414,肺部感染,合并症/并发症,10
A16.000x001,肺结核(细菌学和组织学检查为阴性),A16.402,气管结核,合并症/并发症,3
A16.000x001,肺结核(细菌学和组织学检查为阴性),A16.500x001,结核性干性胸膜炎,合并症/并发症,11
A16.000x001,肺结核(细菌学和组织学检查为阴性),A18.101,泌尿系统结核,合并症/并发症,3
A16.000x001,肺结核(细菌学和组织学检查为阴性),A18.205,颈淋巴结结核,合并症/并发症,4
A16.000x001,肺结核(细菌学和组织学检查为阴性),B49.x14+J99.8*,肺真菌感染,严重合并症/并发症,4
A16.000x001,肺结核(细菌学和组织学检查为阴性),D50.900,缺铁性贫血,合并症/并发症,3
A16.000x001,肺结核(细菌学和组织学检查为阴性),D70.x04,白细胞减少,合并症/并发症,3
A16.000x001,肺结核(细菌学和组织学检查为阴性),E77.801,低蛋白血症,合并症/并发症,11
A16.000x001,肺结核(细菌学和组织学检查为阴性),E87.600,低钾血症,合并症/并发症,5
A16.000x001,肺结核(细菌学和组织学检查为阴性),J15.902,社区获得性肺炎，非重症,合并症/并发症,3
A16.000x001,肺结核(细菌学和组织学检查为阴性),J18.900,肺炎,合并症/并发症,3
A16.000x001,肺结核(细菌学和组织学检查为阴性),J44.900,慢性阻塞性肺病,合并症/并发症,3
A16.000x001,肺结核(细菌学和组织学检查为阴性),J94.804,胸腔积液,合并症/并发症,4
A16.000x001,肺结核(细菌学和组织学检查为阴性),J98.414,肺部感染,合并症/并发症,44
A16.000x001,肺结核(细菌学和组织学检查为阴性),K72.900x001,肝功能衰竭,严重合并症/并发症,7
A16.000x001,肺结核(细菌学和组织学检查为阴性),K76.800x006,肝功能不全,合并症/并发症,4
A16.000x001,肺结核(细菌学和组织学检查为阴性),K76.900x002,肝损害,合并症/并发症,4
A16.000x001,肺结核(细菌学和组织学检查为阴性),N34.200x003,尿道溃疡,合并症/并发症,5
A16.010,肺结核，痰培养(-),A16.402,气管结核,合并症/并发症,4
A16.010,肺结核，痰培养(-),A16.500x001,结核性干性胸膜炎,合并症/并发症,12
A16.010,肺结核，痰培养(-),A16.500x004,结核性胸膜炎,合并症/并发症,6
A16.010,肺结核，痰培养(-),D50.900,缺铁性贫血,合并症/并发症,3
A16.010,肺结核，痰培养(-),E77.801,低蛋白血症,合并症/并发症,17
A16.010,肺结核，痰培养(-),E87.801,电解质代谢紊乱,合并症/并发症,5
A16.010,肺结核，痰培养(-),I27.900,肺源性心脏病,严重合并症/并发症,3
A16.010,肺结核，痰培养(-),J15.800x001,革兰阳性细菌性肺炎,合并症/并发症,4
A16.010,肺结核，痰培养(-),J15.902,社区获得性肺炎，非重症,合并症/并发症,4
A16.010,肺结核，痰培养(-),J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,5
A16.010,肺结核，痰培养(-),J44.801,慢性支气管炎伴肺气肿,合并症/并发症,3
A16.010,肺结核，痰培养(-),J44.900,慢性阻塞性肺病,合并症/并发症,3
A16.010,肺结核，痰培养(-),J47.x00,支气管扩张(症),合并症/并发症,4
A16.010,肺结核，痰培养(-),J47.x03,支气管扩张伴感染,合并症/并发症,4
A16.010,肺结核，痰培养(-),J94.804,胸腔积液,合并症/并发症,8
A16.010,肺结核，痰培养(-),J96.000,急性呼吸衰竭,严重合并症/并发症,4
A16.010,肺结核，痰培养(-),J98.414,肺部感染,合并症/并发症,58
A16.010,肺结核，痰培养(-),K71.901,药物性肝损害,合并症/并发症,3
A16.010,肺结核，痰培养(-),K72.900x001,肝功能衰竭,严重合并症/并发症,7
A16.010,肺结核，痰培养(-),K76.800x006,肝功能不全,合并症/并发症,6
A16.010,肺结核，痰培养(-),K81.900,胆囊炎,合并症/并发症,3
A16.010,肺结核，痰培养(-),M80.801,老年性骨质疏松伴病理性骨折,合并症/并发症,3
A16.020,肺结核，病理(-),J94.805,胸膜粘连,合并症/并发症,3
A16.100x001,肺结核(未行细菌学和组织学检查),A16.500x001,结核性干性胸膜炎,合并症/并发症,12
A16.100x001,肺结核(未行细菌学和组织学检查),E77.801,低蛋白血症,合并症/并发症,11
A16.100x001,肺结核(未行细菌学和组织学检查),E87.801,电解质代谢紊乱,合并症/并发症,4
A16.100x001,肺结核(未行细菌学和组织学检查),J94.804,胸腔积液,合并症/并发症,3
A16.100x001,肺结核(未行细菌学和组织学检查),J98.414,肺部感染,合并症/并发症,18
A16.100x001,肺结核(未行细菌学和组织学检查),K71.901,药物性肝损害,合并症/并发症,5
A16.100x001,肺结核(未行细菌学和组织学检查),K72.900x001,肝功能衰竭,严重合并症/并发症,3
A16.100x001,肺结核(未行细菌学和组织学检查),N19.x00,肾衰竭,严重合并症/并发症,4
A16.100x001,肺结核(未行细菌学和组织学检查),N34.200x003,尿道溃疡,合并症/并发症,3
A16.200x002,肺结核,A16.500x001,结核性干性胸膜炎,合并症/并发症,5
A16.200x002,肺结核,A16.500x004,结核性胸膜炎,合并症/并发症,3
A16.200x002,肺结核,B24.x01,艾滋病,严重合并症/并发症,3
A16.200x002,肺结核,D70.x04,白细胞减少,合并症/并发症,5
A16.200x002,肺结核,E77.801,低蛋白血症,合并症/并发症,21
A16.200x002,肺结核,E87.600,低钾血症,合并症/并发症,8
A16.200x002,肺结核,E87.801,电解质代谢紊乱,合并症/并发症,6
A16.200x002,肺结核,G31.902,脑萎缩,合并症/并发症,4
A16.200x002,肺结核,I27.900,肺源性心脏病,严重合并症/并发症,4
A16.200x002,肺结核,J44.100,慢性阻塞性肺病伴有急性加重,严重合并症/并发症,5
A16.200x002,肺结核,J44.801,慢性支气管炎伴肺气肿,合并症/并发症,4
A16.200x002,肺结核,J44.900,慢性阻塞性肺病,合并症/并发症,3
A16.200x002,肺结核,J47.x00,支气管扩张(症),合并症/并发症,5
A16.200x002,肺结核,J94.804,胸腔积液,合并症/并发症,10
A16.200x002,肺结核,J94.805,胸膜粘连,合并症/并发症,3
A16.200x002,肺结核,J96.900x001,呼吸衰竭,严重合并症/并发症,3
A16.200x002,肺结核,J98.414,肺部感染,合并症/并发症,45
A16.200x002,肺结核,J98.416,毁损肺,合并症/并发症,6
A16.200x002,肺结核,K76.800x006,肝功能不全,合并症/并发症,9
A16.200x002,肺结核,K76.807,肝囊肿,合并症/并发症,3
A16.200x002,肺结核,M81.900,骨质疏松,合并症/并发症,4
A16.200x002,肺结核,N19.x03,肾功能不全,严重合并症/并发症,4
A16.200x002,肺结核,R09.100,胸膜炎,合并症/并发症,4
